1247,111,1
1499,111,11
2790,111,28
6650,111,7
7907,111,6
156,112,10
300,112,15
1236,112,47
9474,112,26
4630,113,4
6042,113,3
6155,113,3
6861,113,36
7079,113,38
9758,113,3
16276,113,11
2133,114,6
2690,114,2
5027,114,29
6625,114,8
7188,114,10
7708,114,7
12990,114,6
14589,114,27
15037,114,0
306,115,63
705,115,18
4541,115,1
16316,115,16
3647,116,20
4634,116,5
4635,116,29
6275,116,0
7652,116,40
7901,116,4
315,117,94
801,117,1
9754,117,3
3569,118,16
4668,118,1
5512,118,29
5622,118,6
6192,118,46
523,119,4
805,119,3
1062,119,7
1626,119,9
2015,119,0
12639,119,21
12711,119,6
12827,119,36
12979,119,3
16944,119,6
328,120,5
379,120,2
1479,120,86
14428,120,5
2609,121,21
3239,121,30
6896,121,13
10457,121,10
11388,121,9
17407,121,8
17603,121,5
3829,122,36
4829,122,16
6277,122,27
6700,122,17
9198,122,2
7,123,0
3556,123,59
5381,123,5
6207,123,2
9509,123,10
12220,123,7
15901,123,8
17521,123,7
340,124,1
4534,124,20
4944,124,6
4948,124,6
6180,124,64
9550,124,1
129,125,6
341,125,57
385,125,3
5292,125,31
343,126,8
967,126,10
2908,126,65
3533,126,8
5221,126,2
8025,126,1
8750,126,2
17730,126,0
1947,127,37
2219,127,4
3461,127,8
4194,127,4
4784,127,18
5977,127,1
6992,127,8
17095,127,17
348,128,23
862,128,25
980,128,40
1209,128,8
4109,128,2
1442,129,5
4897,129,74
6248,129,18
7420,129,1
2369,130,4
5831,130,35
6284,130,5
8226,130,4
14608,130,5
14782,130,8
14968,130,36
644,131,98
12998,131,1
14620,131,0
4583,132,0
5535,132,0
7335,132,35
16654,132,54
17573,132,9
3531,133,15
4150,133,14
4151,133,4
4867,133,28
5576,133,0
6403,133,26
8598,133,4
15675,133,3
17987,133,1
2104,134,3
2425,134,36
3124,134,0
3125,134,3
5510,134,30
6325,134,0
6753,134,12
7893,134,13
1350,135,13
2655,135,53
2849,135,14
5242,135,14
13385,135,2
14407,135,2
6499,136,3
8446,136,5
8840,136,86
9240,136,3
10078,136,0
59,137,0
369,137,77
12141,137,21
678,138,2
2588,138,0
2635,138,0
3223,138,0
3344,138,1
4032,138,0
4728,138,0
5172,138,0
5241,138,0
5991,138,0
6538,138,16
6598,138,4
7954,138,0
8556,138,0
9321,138,0
9413,138,0
9577,138,1
10156,138,23
10240,138,0
10251,138,31
10993,138,0
11493,138,3
11585,138,0
12917,138,0
13632,138,1
14814,138,0
15636,138,1
16421,138,2
16802,138,0
16852,138,0
17439,138,0
17496,138,2
17682,138,0
17711,138,0
7,139,0
2553,139,32
2837,139,2
3516,139,9
3843,139,8
4410,139,3
6507,139,18
10517,139,2
10818,139,6
11275,139,6
14395,139,3
14421,139,7
3451,140,15
6784,140,0
6859,140,4
7433,140,59
15644,140,3
17656,140,16
5695,141,99
11262,141,0
3118,142,3
3868,142,0
4196,142,1
4494,142,12
5803,142,11
6010,142,10
6717,142,3
7628,142,6
9434,142,8
11466,142,40
5029,143,87
5796,143,9
6210,143,1
6629,143,1
2131,144,1
2855,144,16
3870,144,4
5773,144,63
5790,144,5
7682,144,7
13701,144,1
4815,145,41
5990,145,13
7718,145,6
7965,145,39
826,146,8
7490,146,0
7604,146,15
8941,146,62
14198,146,1
16969,146,11
2016,147,3
3714,147,27
11898,147,54
12511,147,14
3171,148,2
3538,148,15
4379,148,58
6286,148,23
16777,148,0
17852,148,0
7,149,0
1593,149,4
4656,149,20
5744,149,9
5752,149,1
5954,149,21
6267,149,20
6614,149,5
7339,149,6
7873,149,6
9817,149,2
421,150,34
667,150,20
1116,150,22
1482,150,18
3854,150,1
6073,150,1
4572,151,21
5749,151,5
11643,151,14
14901,151,24
15068,151,2
17551,151,31
424,152,44
9626,152,12
9719,152,14
10840,152,3
11480,152,9
14000,152,16
5156,153,0
5918,153,12
6768,153,70
8851,153,8
10325,153,5
11805,153,1
13440,153,1
4935,154,1
5184,154,24
5552,154,20
5624,154,2
5958,154,4
6368,154,2
6809,154,10
7359,154,11
7948,154,14
15067,154,8
4810,155,0
5082,155,2
5295,155,8
5356,155,18
6518,155,39
8902,155,31
1033,156,9
1225,156,21
1920,156,9
3247,156,9
3296,156,1
3401,156,0
13410,156,4
13431,156,24
13459,156,12
13517,156,8
441,157,21
15231,157,13
17233,157,65
443,158,8
631,158,32
3489,158,5
6245,158,2
7864,158,1
11959,158,49
17636,158,0
4431,159,34
8329,159,1
9061,159,49
9515,159,11
15677,159,3
